Timestamp,Hennings
2014-07-03T00:00:00-07:00 Los_Angeles,139.7310284773509kW
2014-07-04T00:00:00-07:00 Los_Angeles,136.03771257400518kW
2014-07-05T00:00:00-07:00 Los_Angeles,107.46801217397056kW
2014-07-06T00:00:00-07:00 Los_Angeles,107.37111035982771kW
2014-07-07T00:00:00-07:00 Los_Angeles,134.50013812383014kW
2014-07-08T00:00:00-07:00 Los_Angeles,137.6505284309387kW
2014-07-09T00:00:00-07:00 Los_Angeles,135.37348739306134kW
2014-07-10T00:00:00-07:00 Los_Angeles,134.87640603383377kW
2014-07-11T00:00:00-07:00 Los_Angeles,120.8804702758789kW
2014-07-12T00:00:00-07:00 Los_Angeles,120.88520900408426kW
2014-07-13T00:00:00-07:00 Los_Angeles,120.56045230229695kW
2014-07-14T00:00:00-07:00 Los_Angeles,147.07901708285016kW
2014-07-15T00:00:00-07:00 Los_Angeles,144.43809223175057kW
2014-07-16T00:00:00-07:00 Los_Angeles,150.187503973643kW
2014-07-17T00:00:00-07:00 Los_Angeles,146.7297384738922kW
2014-07-18T00:00:00-07:00 Los_Angeles,138.97292494773865kW
2014-07-19T00:00:00-07:00 Los_Angeles,119.51842912038164kW
2014-07-20T00:00:00-07:00 Los_Angeles,119.44106554985044kW
2014-07-21T00:00:00-07:00 Los_Angeles,135.2388934294383kW
2014-07-22T00:00:00-07:00 Los_Angeles,139.32435512542725kW
2014-07-23T00:00:00-07:00 Los_Angeles,136.80520264307663kW
2014-07-24T00:00:00-07:00 Los_Angeles,136.24716536204022kW
2014-07-25T00:00:00-07:00 Los_Angeles,135.52599382400513kW
2014-07-26T00:00:00-07:00 Los_Angeles,121.16233770052594kW
2014-07-27T00:00:00-07:00 Los_Angeles,122.06073586146036kW
2014-07-28T00:00:00-07:00 Los_Angeles,132.07963395118716kW
2014-07-29T00:00:00-07:00 Los_Angeles,132.57037981351215kW
2014-07-30T00:00:00-07:00 Los_Angeles,137.76139465967816kW
2014-07-31T00:00:00-07:00 Los_Angeles,138.2192400296529kW
2014-08-01T00:00:00-07:00 Los_Angeles,131.13447030385333kW
2014-08-02T00:00:00-07:00 Los_Angeles,106.72782588005064kW
2014-08-03T00:00:00-07:00 Los_Angeles,105.9185539881388kW
2014-08-04T00:00:00-07:00 Los_Angeles,116.34104673067728kW
2014-08-05T00:00:00-07:00 Los_Angeles,125.31656821568805kW
2014-08-06T00:00:00-07:00 Los_Angeles,134.8283779621124kW
2014-08-07T00:00:00-07:00 Los_Angeles,133.74294447898865kW
2014-08-08T00:00:00-07:00 Los_Angeles,115.74154210090634kW
2014-08-09T00:00:00-07:00 Los_Angeles,83.1177105108897kW
2014-08-10T00:00:00-07:00 Los_Angeles,84.23717021942137kW
2014-08-11T00:00:00-07:00 Los_Angeles,112.27425805727643kW
2014-08-12T00:00:00-07:00 Los_Angeles,119.83685398101808kW
2014-08-13T00:00:00-07:00 Los_Angeles,127.69822653134665kW
2014-08-14T00:00:00-07:00 Los_Angeles,128.66023270289105kW
2014-08-15T00:00:00-07:00 Los_Angeles,125.32453624407452kW
2014-08-16T00:00:00-07:00 Los_Angeles,109.79067619641624kW
2014-08-17T00:00:00-07:00 Los_Angeles,106.20797896385191kW
2014-08-18T00:00:00-07:00 Los_Angeles,128.92913691202799kW
2014-08-19T00:00:00-07:00 Los_Angeles,128.50953499476122kW
2014-08-20T00:00:00-07:00 Los_Angeles,127.81145302454627kW
2014-08-21T00:00:00-07:00 Los_Angeles,126.09125598271685kW
2014-08-22T00:00:00-07:00 Los_Angeles,122.90096267064412kW
2014-08-23T00:00:00-07:00 Los_Angeles,103.1467887560526kW
2014-08-24T00:00:00-07:00 Los_Angeles,104.00521206855774kW
2014-08-25T00:00:00-07:00 Los_Angeles,129.68523557980853kW
2014-08-26T00:00:00-07:00 Los_Angeles,130.8429953257243kW
2014-08-27T00:00:00-07:00 Los_Angeles,135.7070297400157kW
2014-08-28T00:00:00-07:00 Los_Angeles,135.55536548296612kW
2014-08-29T00:00:00-07:00 Los_Angeles,125.76557564735407kW
2014-08-30T00:00:00-07:00 Los_Angeles,104.5902955532074kW
2014-08-31T00:00:00-07:00 Los_Angeles,105.75505630175273kW
2014-09-01T00:00:00-07:00 Los_Angeles,108.31957085927331kW
2014-09-02T00:00:00-07:00 Los_Angeles,133.05439837773645kW
2014-09-03T00:00:00-07:00 Los_Angeles,133.10150726636255kW
2014-09-04T00:00:00-07:00 Los_Angeles,130.44916105270386kW
2014-09-05T00:00:00-07:00 Los_Angeles,130.77887066205344kW
2014-09-06T00:00:00-07:00 Los_Angeles,100.83163777987163kW
2014-09-07T00:00:00-07:00 Los_Angeles,105.32713810602826kW
2014-09-08T00:00:00-07:00 Los_Angeles,140.45993598302206kW
2014-09-09T00:00:00-07:00 Los_Angeles,143.98727083206174kW
2014-09-10T00:00:00-07:00 Los_Angeles,134.72861186663303kW
2014-09-11T00:00:00-07:00 Los_Angeles,136.437748670578kW
2014-09-12T00:00:00-07:00 Los_Angeles,131.164489030838kW
2014-09-13T00:00:00-07:00 Los_Angeles,104.26785802841184kW
2014-09-14T00:00:00-07:00 Los_Angeles,105.12411936124167kW
2014-09-15T00:00:00-07:00 Los_Angeles,140.59103798866272kW
2014-09-16T00:00:00-07:00 Los_Angeles,145.7293396790822kW
2014-09-17T00:00:00-07:00 Los_Angeles,144.59033759435022kW
2014-09-18T00:00:00-07:00 Los_Angeles,141.94098281860352kW
2014-09-19T00:00:00-07:00 Los_Angeles,137.84687193234757kW
2014-09-20T00:00:00-07:00 Los_Angeles,101.55062071482338kW
2014-09-21T00:00:00-07:00 Los_Angeles,100.33699154853821kW
2014-09-22T00:00:00-07:00 Los_Angeles,134.939469019572kW
2014-09-23T00:00:00-07:00 Los_Angeles,138.42952108383176kW
2014-09-24T00:00:00-07:00 Los_Angeles,138.42677307128903kW
2014-09-25T00:00:00-07:00 Los_Angeles,136.98809083302817kW
2014-09-26T00:00:00-07:00 Los_Angeles,138.2797861099243kW
2014-09-27T00:00:00-07:00 Los_Angeles,102.5391853650411kW
2014-09-28T00:00:00-07:00 Los_Angeles,101.71712851524352kW
2014-09-29T00:00:00-07:00 Los_Angeles,134.00336694717407kW
2014-09-30T00:00:00-07:00 Los_Angeles,132.52786715825403kW
2014-10-01T00:00:00-07:00 Los_Angeles,135.19672187169388kW
2014-10-02T00:00:00-07:00 Los_Angeles,130.2204177379608kW
2014-10-03T00:00:00-07:00 Los_Angeles,127.7890566984812kW
2014-10-04T00:00:00-07:00 Los_Angeles,103.26505684852602kW
2014-10-05T00:00:00-07:00 Los_Angeles,106.23184577624006kW
2014-10-06T00:00:00-07:00 Los_Angeles,138.1928064823151kW
2014-10-07T00:00:00-07:00 Los_Angeles,132.88190078735357kW
2014-10-08T00:00:00-07:00 Los_Angeles,132.36415545145667kW
2014-10-09T00:00:00-07:00 Los_Angeles,134.5016130606333kW
2014-10-10T00:00:00-07:00 Los_Angeles,125.17866261800133kW
2014-10-11T00:00:00-07:00 Los_Angeles,97.02105275789897kW
2014-10-12T00:00:00-07:00 Los_Angeles,94.5763864517212kW
2014-10-13T00:00:00-07:00 Los_Angeles,103.49119408925374kW
2014-10-14T00:00:00-07:00 Los_Angeles,126.65386962890625kW
2014-10-15T00:00:00-07:00 Los_Angeles,130.87630597750345kW
2014-10-16T00:00:00-07:00 Los_Angeles,130.6497548421224kW
2014-10-17T00:00:00-07:00 Los_Angeles,125.863605260849kW
2014-10-18T00:00:00-07:00 Los_Angeles,95.56046795845029kW
2014-10-19T00:00:00-07:00 Los_Angeles,94.23463582992555kW
2014-10-20T00:00:00-07:00 Los_Angeles,128.74871667226154kW
2014-10-21T00:00:00-07:00 Los_Angeles,130.40568955739334kW
2014-10-22T00:00:00-07:00 Los_Angeles,133.89624039332068kW
2014-10-23T00:00:00-07:00 Los_Angeles,133.56649104754126kW
2014-10-24T00:00:00-07:00 Los_Angeles,128.56529323259988kW
2014-10-25T00:00:00-07:00 Los_Angeles,98.76340929667157kW
2014-10-26T00:00:00-07:00 Los_Angeles,98.54751046498617kW
2014-10-27T00:00:00-07:00 Los_Angeles,130.6361486117045kW
2014-10-28T00:00:00-07:00 Los_Angeles,134.97681037584942kW
2014-10-29T00:00:00-07:00 Los_Angeles,136.3833039601644kW
2014-10-30T00:00:00-07:00 Los_Angeles,134.8194978237152kW
2014-10-31T00:00:00-07:00 Los_Angeles,131.2534063657125kW
2014-11-01T00:00:00-07:00 Los_Angeles,100.27983808517457kW
2014-11-02T00:00:00-07:00 Los_Angeles,102.522338256836kW
2014-11-03T00:00:00-08:00 Los_Angeles,138.14687244097394kW
2014-11-04T00:00:00-08:00 Los_Angeles,135.6694982846578kW
2014-11-05T00:00:00-08:00 Los_Angeles,136.53778592745468kW
2014-11-06T00:00:00-08:00 Los_Angeles,137.05845085779822kW
2014-11-07T00:00:00-08:00 Los_Angeles,135.26328849792478kW
2014-11-08T00:00:00-08:00 Los_Angeles,106.1187682946523kW
2014-11-09T00:00:00-08:00 Los_Angeles,107.0102028052012kW
2014-11-10T00:00:00-08:00 Los_Angeles,137.0382217566172kW
2014-11-11T00:00:00-08:00 Los_Angeles,121.75044457117714kW
2014-11-12T00:00:00-08:00 Los_Angeles,140.61778418223065kW
2014-11-13T00:00:00-08:00 Los_Angeles,143.46490899721783kW
2014-11-14T00:00:00-08:00 Los_Angeles,134.20194355646768kW
2014-11-15T00:00:00-08:00 Los_Angeles,110.45921023686724kW
2014-11-16T00:00:00-08:00 Los_Angeles,110.31723999977116kW
2014-11-17T00:00:00-08:00 Los_Angeles,140.7387578487396kW
2014-11-18T00:00:00-08:00 Los_Angeles,141.61037937800086kW
2014-11-19T00:00:00-08:00 Los_Angeles,140.95578455924988kW
2014-11-20T00:00:00-08:00 Los_Angeles,140.36991969744363kW
2014-11-21T00:00:00-08:00 Los_Angeles,137.59061225255326kW
2014-11-22T00:00:00-08:00 Los_Angeles,121.3513216972351kW
2014-11-23T00:00:00-08:00 Los_Angeles,120.34745828310648kW
2014-11-24T00:00:00-08:00 Los_Angeles,147.78294126192725kW
2014-11-25T00:00:00-08:00 Los_Angeles,145.1747088432312kW
2014-11-26T00:00:00-08:00 Los_Angeles,144.58489799499512kW
2014-11-27T00:00:00-08:00 Los_Angeles,141.93077071507764kW
2014-11-28T00:00:00-08:00 Los_Angeles,140.13407588005063kW
2014-11-29T00:00:00-08:00 Los_Angeles,119.86443829536438kW
2014-11-30T00:00:00-08:00 Los_Angeles,107.351024389267kW
2014-12-01T00:00:00-08:00 Los_Angeles,139.3398398558299kW
2014-12-02T00:00:00-08:00 Los_Angeles,145.79092486699423kW
2014-12-03T00:00:00-08:00 Los_Angeles,145.30796511967975kW
2014-12-04T00:00:00-08:00 Los_Angeles,150.79889027277625kW
2014-12-05T00:00:00-08:00 Los_Angeles,147.18836911519367kW
2014-12-06T00:00:00-08:00 Los_Angeles,121.88399442036948kW
2014-12-07T00:00:00-08:00 Los_Angeles,120.38401897748308kW
2014-12-08T00:00:00-08:00 Los_Angeles,136.81543668111166kW
2014-12-09T00:00:00-08:00 Los_Angeles,138.57404200236004kW
2014-12-10T00:00:00-08:00 Los_Angeles,134.003069559733kW
2014-12-11T00:00:00-08:00 Los_Angeles,136.18311564127606kW
2014-12-12T00:00:00-08:00 Los_Angeles,131.15632303555807kW
2014-12-13T00:00:00-08:00 Los_Angeles,106.07905244827272kW
2014-12-14T00:00:00-08:00 Los_Angeles,108.07638216018674kW
2014-12-15T00:00:00-08:00 Los_Angeles,134.47065210342407kW
2014-12-16T00:00:00-08:00 Los_Angeles,135.78294316927594kW
2014-12-17T00:00:00-08:00 Los_Angeles,137.02686937650049kW
2014-12-18T00:00:00-08:00 Los_Angeles,136.16636753082278kW
2014-12-19T00:00:00-08:00 Los_Angeles,132.2649342219035kW
2014-12-20T00:00:00-08:00 Los_Angeles,105.48564688364664kW
2014-12-21T00:00:00-08:00 Los_Angeles,104.49153685569763kW
2014-12-22T00:00:00-08:00 Los_Angeles,131.55159044265753kW
2014-12-23T00:00:00-08:00 Los_Angeles,130.6399641036988kW
2014-12-24T00:00:00-08:00 Los_Angeles,119.75177971522008kW
2014-12-25T00:00:00-08:00 Los_Angeles,112.30745355288188kW
2014-12-26T00:00:00-08:00 Los_Angeles,112.68076443672179kW
2014-12-27T00:00:00-08:00 Los_Angeles,103.55338263511662kW
2014-12-28T00:00:00-08:00 Los_Angeles,105.8215657869975kW
2014-12-29T00:00:00-08:00 Los_Angeles,124.56897830963135kW
2014-12-30T00:00:00-08:00 Los_Angeles,126.37785259882604kW
2014-12-31T00:00:00-08:00 Los_Angeles,124.89076344172157kW
2015-01-01T00:00:00-08:00 Los_Angeles,117.97230974833172kW
2015-01-02T00:00:00-08:00 Los_Angeles,127.92116618156433kW
2015-01-03T00:00:00-08:00 Los_Angeles,105.87488913536073kW
2015-01-04T00:00:00-08:00 Los_Angeles,111.18081180254622kW
2015-01-05T00:00:00-08:00 Los_Angeles,146.23534353574118kW
2015-01-06T00:00:00-08:00 Los_Angeles,144.18261694908145kW
2015-01-07T00:00:00-08:00 Los_Angeles,142.06304041544593kW
2015-01-08T00:00:00-08:00 Los_Angeles,131.25241144498187kW
2015-01-09T00:00:00-08:00 Los_Angeles,127.69575198491418kW
2015-01-10T00:00:00-08:00 Los_Angeles,104.17184154192606kW
2015-01-11T00:00:00-08:00 Los_Angeles,106.73374470074974kW
2015-01-12T00:00:00-08:00 Los_Angeles,140.7984131971995kW
2015-01-13T00:00:00-08:00 Los_Angeles,138.8390049139659kW
2015-01-14T00:00:00-08:00 Los_Angeles,139.59655276934305kW
2015-01-15T00:00:00-08:00 Los_Angeles,146.07278060913092kW
2015-01-16T00:00:00-08:00 Los_Angeles,138.16077947616577kW
2015-01-17T00:00:00-08:00 Los_Angeles,112.67312200864158kW
2015-01-18T00:00:00-08:00 Los_Angeles,107.9386610190074kW
2015-01-19T00:00:00-08:00 Los_Angeles,139.03437161445612kW
2015-01-20T00:00:00-08:00 Los_Angeles,143.0107106367747kW
2015-01-21T00:00:00-08:00 Los_Angeles,146.5497987270355kW
2015-01-22T00:00:00-08:00 Los_Angeles,139.55069605509436kW
2015-01-23T00:00:00-08:00 Los_Angeles,140.5772308508555kW
2015-01-24T00:00:00-08:00 Los_Angeles,112.93209568659466kW
2015-01-25T00:00:00-08:00 Los_Angeles,113.2043131987254kW
2015-01-26T00:00:00-08:00 Los_Angeles,141.21790440877274kW
2015-01-27T00:00:00-08:00 Los_Angeles,144.3026913801829kW
2015-01-28T00:00:00-08:00 Los_Angeles,142.23979345957434kW
2015-01-29T00:00:00-08:00 Los_Angeles,141.014042297999kW
2015-01-30T00:00:00-08:00 Los_Angeles,136.89712635676068kW
2015-01-31T00:00:00-08:00 Los_Angeles,108.10869685808817kW
2015-02-01T00:00:00-08:00 Los_Angeles,109.42124199867253kW
2015-02-02T00:00:00-08:00 Los_Angeles,141.69151083628336kW
2015-02-03T00:00:00-08:00 Los_Angeles,141.9989883899689kW
2015-02-04T00:00:00-08:00 Los_Angeles,141.9957190354665kW
2015-02-05T00:00:00-08:00 Los_Angeles,139.75409380594888kW
2015-02-06T00:00:00-08:00 Los_Angeles,135.4874397913615kW
2015-02-07T00:00:00-08:00 Los_Angeles,104.14565388361618kW
2015-02-08T00:00:00-08:00 Los_Angeles,111.29397813479108kW
2015-02-09T00:00:00-08:00 Los_Angeles,122.0121215979258kW
2015-02-10T00:00:00-08:00 Los_Angeles,149.7534716924032kW
2015-02-11T00:00:00-08:00 Los_Angeles,140.59565075238547kW
2015-02-12T00:00:00-08:00 Los_Angeles,140.4444377422332kW
2015-02-13T00:00:00-08:00 Los_Angeles,137.24213163057965kW
2015-02-14T00:00:00-08:00 Los_Angeles,101.68425369262695kW
2015-02-15T00:00:00-08:00 Los_Angeles,106.60527006785075kW
2015-02-16T00:00:00-08:00 Los_Angeles,132.21507255236307kW
2015-02-17T00:00:00-08:00 Los_Angeles,134.58050926526388kW
2015-02-18T00:00:00-08:00 Los_Angeles,133.45616515477496kW
2015-02-19T00:00:00-08:00 Los_Angeles,131.2544752756754kW
2015-02-20T00:00:00-08:00 Los_Angeles,136.42680875460303kW
2015-02-21T00:00:00-08:00 Los_Angeles,108.3756217956543kW
2015-02-22T00:00:00-08:00 Los_Angeles,109.93181324005124kW
2015-02-23T00:00:00-08:00 Los_Angeles,144.84789411226913kW
2015-02-24T00:00:00-08:00 Los_Angeles,143.35114073753354kW
2015-02-25T00:00:00-08:00 Los_Angeles,145.72914433479315kW
2015-02-26T00:00:00-08:00 Los_Angeles,139.44245139757794kW
2015-02-27T00:00:00-08:00 Los_Angeles,136.35902325312296kW
2015-02-28T00:00:00-08:00 Los_Angeles,108.08558360735579kW
2015-03-01T00:00:00-08:00 Los_Angeles,109.18111666043598kW
2015-03-02T00:00:00-08:00 Los_Angeles,138.72945459683734kW
2015-03-03T00:00:00-08:00 Los_Angeles,140.34008216857913kW
2015-03-04T00:00:00-08:00 Los_Angeles,141.03928081194567kW
2015-03-05T00:00:00-08:00 Los_Angeles,138.89173428217578kW
2015-03-06T00:00:00-08:00 Los_Angeles,136.48055561383563kW
2015-03-07T00:00:00-08:00 Los_Angeles,118.48973186810814kW
2015-03-08T00:00:00-08:00 Los_Angeles,108.70804388626766kW
2015-03-09T00:00:00-07:00 Los_Angeles,135.93121282259625kW
2015-03-10T00:00:00-07:00 Los_Angeles,138.99784946441653kW
2015-03-11T00:00:00-07:00 Los_Angeles,139.9838526248931kW
2015-03-12T00:00:00-07:00 Los_Angeles,135.77272017796832kW
2015-03-13T00:00:00-07:00 Los_Angeles,131.887509504954kW
2015-03-14T00:00:00-07:00 Los_Angeles,103.88724621136977kW
2015-03-15T00:00:00-07:00 Los_Angeles,112.34100604057313kW
2015-03-16T00:00:00-07:00 Los_Angeles,140.08577974637348kW
2015-03-17T00:00:00-07:00 Los_Angeles,141.83498922983804kW
2015-03-18T00:00:00-07:00 Los_Angeles,137.17814660072324kW
2015-03-19T00:00:00-07:00 Los_Angeles,142.5833276112874kW
2015-03-20T00:00:00-07:00 Los_Angeles,138.3744795322418kW
2015-03-21T00:00:00-07:00 Los_Angeles,110.21508510907492kW
2015-03-22T00:00:00-07:00 Los_Angeles,112.08130939801538kW
2015-03-23T00:00:00-07:00 Los_Angeles,144.50316747029623kW
2015-03-24T00:00:00-07:00 Los_Angeles,143.00939877827952kW
2015-03-25T00:00:00-07:00 Los_Angeles,145.38232604662585kW
2015-03-26T00:00:00-07:00 Los_Angeles,140.838046948115kW
2015-03-27T00:00:00-07:00 Los_Angeles,136.87799390157065kW
2015-03-28T00:00:00-07:00 Los_Angeles,111.20669682820638kW
2015-03-29T00:00:00-07:00 Los_Angeles,114.40296244621277kW
2015-03-30T00:00:00-07:00 Los_Angeles,140.91155926386514kW
2015-03-31T00:00:00-07:00 Los_Angeles,139.2711840470632kW
2015-04-01T00:00:00-07:00 Los_Angeles,137.4893905321757kW
2015-04-02T00:00:00-07:00 Los_Angeles,140.2203473250071kW
2015-04-03T00:00:00-07:00 Los_Angeles,115.64728490511578kW
2015-04-04T00:00:00-07:00 Los_Angeles,109.20783511797586kW
2015-04-05T00:00:00-07:00 Los_Angeles,103.14701191584265kW
2015-04-06T00:00:00-07:00 Los_Angeles,116.24106931686401kW
2015-04-07T00:00:00-07:00 Los_Angeles,136.52614116668704kW
2015-04-08T00:00:00-07:00 Los_Angeles,137.99429496129355kW
2015-04-09T00:00:00-07:00 Los_Angeles,138.41449515024817kW
2015-04-10T00:00:00-07:00 Los_Angeles,135.6747594674428kW
2015-04-11T00:00:00-07:00 Los_Angeles,105.29998977979025kW
2015-04-12T00:00:00-07:00 Los_Angeles,98.76615206400551kW
2015-04-13T00:00:00-07:00 Los_Angeles,128.65736826260883kW
2015-04-14T00:00:00-07:00 Los_Angeles,127.99054423967996kW
2015-04-15T00:00:00-07:00 Los_Angeles,137.03904477755225kW
2015-04-16T00:00:00-07:00 Los_Angeles,134.1050465106964kW
2015-04-17T00:00:00-07:00 Los_Angeles,127.87254540125528kW
2015-04-18T00:00:00-07:00 Los_Angeles,105.80312991142274kW
2015-04-19T00:00:00-07:00 Los_Angeles,104.59287214279169kW
2015-04-20T00:00:00-07:00 Los_Angeles,130.88843401273087kW
2015-04-21T00:00:00-07:00 Los_Angeles,132.67261624336243kW
2015-04-22T00:00:00-07:00 Los_Angeles,134.8156578540802kW
2015-04-23T00:00:00-07:00 Los_Angeles,139.1839959621429kW
2015-04-24T00:00:00-07:00 Los_Angeles,142.2610235214233kW
2015-04-25T00:00:00-07:00 Los_Angeles,121.16271789868678kW
2015-04-26T00:00:00-07:00 Los_Angeles,122.83740886052452kW
2015-04-27T00:00:00-07:00 Los_Angeles,136.5344301064809kW
2015-04-28T00:00:00-07:00 Los_Angeles,128.39690256118774kW
2015-04-29T00:00:00-07:00 Los_Angeles,121.28195746739705kW
2015-04-30T00:00:00-07:00 Los_Angeles,127.42812331517537kW
2015-05-01T00:00:00-07:00 Los_Angeles,125.53661584854132kW
2015-05-02T00:00:00-07:00 Los_Angeles,103.6851471265157kW
2015-05-03T00:00:00-07:00 Los_Angeles,106.08254853884377kW
2015-05-04T00:00:00-07:00 Los_Angeles,128.6677815119425kW
2015-05-05T00:00:00-07:00 Los_Angeles,127.58640837669373kW
2015-05-06T00:00:00-07:00 Los_Angeles,126.11612423261012kW
2015-05-07T00:00:00-07:00 Los_Angeles,113.94336732228598kW
2015-05-08T00:00:00-07:00 Los_Angeles,112.0690326690674kW
2015-05-09T00:00:00-07:00 Los_Angeles,106.30104470252988kW
2015-05-10T00:00:00-07:00 Los_Angeles,104.8113089402517kW
2015-05-11T00:00:00-07:00 Los_Angeles,126.62330325444539kW
2015-05-12T00:00:00-07:00 Los_Angeles,122.64131116867071kW
2015-05-13T00:00:00-07:00 Los_Angeles,121.84429144859315kW
2015-05-14T00:00:00-07:00 Los_Angeles,126.4747929573059kW
2015-05-15T00:00:00-07:00 Los_Angeles,130.34689339001974kW
2015-05-16T00:00:00-07:00 Los_Angeles,106.00482908884685kW
2015-05-17T00:00:00-07:00 Los_Angeles,98.6937202612559kW
2015-05-18T00:00:00-07:00 Los_Angeles,103.93125955263778kW
2015-05-19T00:00:00-07:00 Los_Angeles,122.48984750111897kW
2015-05-20T00:00:00-07:00 Los_Angeles,126.66820057233171kW
2015-05-21T00:00:00-07:00 Los_Angeles,131.07224448521927kW
2015-05-22T00:00:00-07:00 Los_Angeles,128.11945788065594kW
2015-05-23T00:00:00-07:00 Los_Angeles,105.82856090863545kW
2015-05-24T00:00:00-07:00 Los_Angeles,100.73787657419841kW
2015-05-25T00:00:00-07:00 Los_Angeles,126.88630318641661kW
2015-05-26T00:00:00-07:00 Los_Angeles,128.29204607009885kW
2015-05-27T00:00:00-07:00 Los_Angeles,123.55584470431015kW
2015-05-28T00:00:00-07:00 Los_Angeles,123.681778271993kW
2015-05-29T00:00:00-07:00 Los_Angeles,123.33783404032388kW
2015-05-30T00:00:00-07:00 Los_Angeles,96.86328450838724kW
2015-05-31T00:00:00-07:00 Los_Angeles,94.83966994285585kW
2015-06-01T00:00:00-07:00 Los_Angeles,123.48061839739484kW
2015-06-02T00:00:00-07:00 Los_Angeles,120.61394723256421kW
2015-06-03T00:00:00-07:00 Los_Angeles,116.29917168617247kW
2015-06-04T00:00:00-07:00 Los_Angeles,123.50826851526897kW
2015-06-05T00:00:00-07:00 Los_Angeles,120.23830882708229kW
2015-06-06T00:00:00-07:00 Los_Angeles,99.60632499059042kW
2015-06-07T00:00:00-07:00 Los_Angeles,99.93007596333823kW
2015-06-08T00:00:00-07:00 Los_Angeles,124.21818224589033kW
2015-06-09T00:00:00-07:00 Los_Angeles,116.04006457328796kW
2015-06-10T00:00:00-07:00 Los_Angeles,116.11304704348244kW
2015-06-11T00:00:00-07:00 Los_Angeles,121.63015945752468kW
2015-06-12T00:00:00-07:00 Los_Angeles,110.43394033114116kW
2015-06-13T00:00:00-07:00 Los_Angeles,85.70429301261903kW
2015-06-14T00:00:00-07:00 Los_Angeles,87.88144779205324kW
2015-06-15T00:00:00-07:00 Los_Angeles,116.7384421825409kW
2015-06-16T00:00:00-07:00 Los_Angeles,115.74972653388974kW
2015-06-17T00:00:00-07:00 Los_Angeles,117.00812681516007kW
2015-06-18T00:00:00-07:00 Los_Angeles,130.0408623218536kW
2015-06-19T00:00:00-07:00 Los_Angeles,124.51746336619061kW
2015-06-20T00:00:00-07:00 Los_Angeles,104.95491798718767kW
2015-06-21T00:00:00-07:00 Los_Angeles,100.88193003336586kW
2015-06-22T00:00:00-07:00 Los_Angeles,124.26252929369606kW
2015-06-23T00:00:00-07:00 Los_Angeles,126.95912949244185kW
2015-06-24T00:00:00-07:00 Los_Angeles,130.80271649360654kW
2015-06-25T00:00:00-07:00 Los_Angeles,130.4313005606334kW
2015-06-26T00:00:00-07:00 Los_Angeles,131.22805404663086kW
2015-06-27T00:00:00-07:00 Los_Angeles,108.04202977816264kW
2015-06-28T00:00:00-07:00 Los_Angeles,105.06890821456906kW
2015-06-29T00:00:00-07:00 Los_Angeles,132.83698964118952kW
2015-06-30T00:00:00-07:00 Los_Angeles,133.05825479825336kW
2015-07-01T00:00:00-07:00 Los_Angeles,115.17890199025474kW
2015-07-02T00:00:00-07:00 Los_Angeles,125.49214204152429kW
2015-07-03T00:00:00-07:00 Los_Angeles,126.97920346260068kW
2015-07-04T00:00:00-07:00 Los_Angeles,107.10421085357663kW
2015-07-05T00:00:00-07:00 Los_Angeles,108.71776096026109kW
2015-07-06T00:00:00-07:00 Los_Angeles,135.20618001619968kW
2015-07-07T00:00:00-07:00 Los_Angeles,137.6567141215007kW
2015-07-08T00:00:00-07:00 Los_Angeles,140.17394844690958kW
2015-07-09T00:00:00-07:00 Los_Angeles,140.24367292722067kW
2015-07-10T00:00:00-07:00 Los_Angeles,132.10895943641668kW
2015-07-11T00:00:00-07:00 Los_Angeles,102.1376945972443kW
2015-07-12T00:00:00-07:00 Los_Angeles,100.00602817535402kW
2015-07-13T00:00:00-07:00 Los_Angeles,128.49250690142313kW
2015-07-14T00:00:00-07:00 Los_Angeles,129.01774334907535kW
2015-07-15T00:00:00-07:00 Los_Angeles,127.74268126487729kW
2015-07-16T00:00:00-07:00 Los_Angeles,122.18891461690266kW
2015-07-17T00:00:00-07:00 Los_Angeles,128.01745557785028kW
2015-07-18T00:00:00-07:00 Los_Angeles,109.65042599042262kW
2015-07-19T00:00:00-07:00 Los_Angeles,108.91965683301294kW
2015-07-20T00:00:00-07:00 Los_Angeles,132.88590653737384kW
2015-07-21T00:00:00-07:00 Los_Angeles,129.8581608931224kW
2015-07-22T00:00:00-07:00 Los_Angeles,131.2084647019704kW
2015-07-23T00:00:00-07:00 Los_Angeles,133.04892031351721kW
2015-07-24T00:00:00-07:00 Los_Angeles,129.71083752314254kW
2015-07-25T00:00:00-07:00 Los_Angeles,108.90594061215722kW
2015-07-26T00:00:00-07:00 Los_Angeles,108.30294426282245kW
2015-07-27T00:00:00-07:00 Los_Angeles,127.33315451939897kW
2015-07-28T00:00:00-07:00 Los_Angeles,129.45163949330646kW
2015-07-29T00:00:00-07:00 Los_Angeles,129.2318729559581kW
2015-07-30T00:00:00-07:00 Los_Angeles,128.42274824778244kW
2015-07-31T00:00:00-07:00 Los_Angeles,127.26903080940247kW
2015-08-01T00:00:00-07:00 Los_Angeles,102.61118706067406kW
2015-08-02T00:00:00-07:00 Los_Angeles,98.94734009106948kW
2015-08-03T00:00:00-07:00 Los_Angeles,113.06242966651917kW
2015-08-04T00:00:00-07:00 Los_Angeles,129.7261241277059kW
2015-08-05T00:00:00-07:00 Los_Angeles,124.72973012924193kW
2015-08-06T00:00:00-07:00 Los_Angeles,121.95456385612486kW
